timestamp,data
864.31,q:-0.153:0.713:-0.683:0.053,gq:-0.150:0.713:-0.682:0.055,a:1.246:-9.699:-0.621,la:0.012:0.074:-0.012,g:-0.010:0.010:-0.178,m:17.188:-73.438:-119.438,grav:2.531:-9.523:-0.688,steps:0,stab:On Table
865.04,q:-0.195:0.705:-0.682:0.009,gq:0.226:-0.697:0.679:0.032,a:2.625:-9.539:-0.699,la:0.008:-0.023:-0.004,g:-0.012:0.008:-0.148,m:14.438:-72.188:-115.500,grav:2.617:-9.492:-0.695,steps:0,stab:On Table
865.67,q:0.228:-0.697:0.679:0.034,gq:0.229:-0.697:0.679:0.035,a:3.734:-9.156:-0.813,la:0.098:0.055:-0.063,g:-0.010:0.004:-0.160,m:4.875:-68.813:-111.438,grav:4.523:-8.781:-0.789,steps:0,stab:On Table
866.30,q:0.264:-0.686:0.674:0.076,gq:0.261:-0.687:0.674:0.074,a:4.730:-8.734:-0.699,la:-0.070:-0.035:-0.094,g:-0.037:0.055:-0.252,m:4.875:-68.813:-111.438,grav:5.398:-8.289:-0.813,steps:0,stab:On Table
866.94,q:0.340:-0.652:0.656:0.168,gq:0.297:-0.673:0.667:0.120,a:5.496:-8.129:-0.852,la:0.344:0.082:-0.188,g:0.002:0.006:-0.211,m:-6.000:-69.438:-115.625,grav:5.539:-8.195:-0.820,steps:0,stab:On Table
867.58,q:0.377:-0.632:0.642:0.217,gq:0.344:-0.650:0.655:0.173,a:7.602:-6.363:-0.813,la:-0.020:-0.027:0.063,g:-0.033:0.031:-0.195,m:-9.688:-72.875:-114.313,grav:6.789:-7.234:-0.828,steps:0,stab:On Table
868.32,q:0.379:-0.630:0.640:0.220,gq:0.380:-0.630:0.640:0.221,a:7.602:-6.250:-0.813,la:0.027:0.125:0.055,g:-0.025:0.021:-0.186,m:-14.688:-74.875:-113.000,grav:8.156:-5.547:-0.805,steps:0,stab:On Table
868.95,q:0.437:-0.590:0.611:0.297,gq:0.437:-0.589:0.611:0.297,a:8.332:-5.445:-0.852,la:0.051:0.055:-0.047,g:-0.018:0.018:-0.168,m:-15.438:-73.813:-114.563,grav:8.828:-4.438:-0.781,steps:0,stab:On Table
869.59,q:0.459:-0.571:0.596:0.328,gq:0.460:-0.571:0.596:0.329,a:9.215:-3.492:-0.738,la:0.055:0.188:0.004,g:-0.014:0.014:-0.133,m:-23.188:-79.375:-115.063,grav:9.180:-3.656:-0.742,steps:0,stab:On Table
870.24,q:0.486:-0.546:0.577:0.366,gq:0.461:-0.569:0.594:0.331,a:9.555:-2.535:-0.699,la:-0.012:0.023:-0.027,g:-0.010:0.018:-0.170,m:-25.375:-81.000:-116.375,grav:9.219:-3.555:-0.734,steps:0,stab:On Table
870.87,q:0.488:-0.544:0.575:0.368,gq:0.488:-0.544:0.575:0.369,a:9.555:-2.496:-0.699,la:0.008:0.027:0.004,g:-0.012:0.020:-0.152,m:-29.500:-85.875:-114.000,grav:9.734:-1.680:-0.633,steps:0,stab:On Table
871.60,q:0.511:-0.519:0.555:0.401,gq:0.509:-0.521:0.557:0.399,a:9.750:-1.578:-0.621,la:0.000:0.023:-0.004,g:-0.010:0.014:-0.160,m:-29.250:-88.063:-118.063,grav:9.852:-0.633:-0.555,steps:0,stab:On Table
872.24,q:0.553:-0.466:0.511:0.465,gq:0.553:-0.465:0.511:0.466,a:9.859:0.492:-0.469,la:0.004:0.000:0.016,g:-0.012:0.018:-0.152,m:-32.375:-95.063:-120.563,grav:9.852:0.500:-0.445,steps:0,stab:On Table
872.88,q:0.571:-0.438:0.488:0.494,gq:0.555:-0.463:0.509:0.468,a:9.754:1.449:-0.355,la:-0.039:-0.027:-0.035,g:-0.018:0.014:-0.146,m:-35.688:-96.375:-121.500,grav:9.852:0.578:-0.430,steps:0,stab:On Table
873.56,q:0.572:-0.436:0.486:0.496,gq:0.573:-0.435:0.486:0.496,a:9.520:2.484:-0.238,la:0.004:0.031:0.027,g:-0.018:0.014:-0.143,m:-38.625:-99.438:-120.563,grav:9.531:2.430:-0.273,steps:0,stab:On Table
874.20,q:0.591:-0.403:0.458:0.527,gq:0.590:-0.405:0.460:0.526,a:9.211:3.328:-0.164,la:-0.020:0.000:0.020,g:-0.010:0.012:-0.164,m:-38.688:-99.625:-123.313,grav:9.227:3.359:-0.164,steps:0,stab:On Table
874.94,q:0.620:-0.341:0.405:0.579,gq:0.621:-0.340:0.404:0.579,a:9.211:3.402:-0.164,la:0.004:-0.043:0.000,g:-0.016:0.018:-0.154,m:-38.500:-104.563:-124.438,grav:9.195:3.438:-0.156,steps:0,stab:On Table
875.58,q:0.632:-0.309:0.377:0.602,gq:0.632:-0.309:0.377:0.602,a:8.289:5.203:0.066,la:0.020:0.000:-0.004,g:-0.018:0.018:-0.152,m:-41.375:-115.375:-125.938,grav:8.734:4.438:-0.023,steps:0,stab:On Table
876.22,q:0.633:-0.307:0.375:0.604,gq:0.633:-0.306:0.374:0.604,a:7.719:5.934:0.180,la:-0.047:-0.004:0.000,g:-0.014:0.016:-0.154,m:-41.563:-120.375:-128.625,grav:8.250:5.266:0.086,steps:0,stab:On Table
876.85,q:0.643:-0.275:0.346:0.625,gq:0.643:-0.277:0.348:0.624,a:7.758:5.969:0.180,la:0.047:-0.023:-0.008,g:-0.014:0.020:-0.156,m:-41.750:-123.188:-131.188,grav:7.164:6.609:0.289,steps:0,stab:On Table
877.48,q:0.651:-0.245:0.320:0.643,gq:0.658:-0.214:0.292:0.660,a:7.102:6.660:0.297,la:0.004:-0.020:0.039,g:-0.014:0.010:-0.135,m:-41.750:-124.625:-130.125,grav:7.117:6.656:0.297,steps:0,stab:On Table
878.21,q:0.658:-0.213:0.290:0.661,gq:0.658:-0.212:0.290:0.662,a:6.492:7.316:0.410,la:-0.023:0.039:0.012,g:-0.018:0.018:-0.143,m:-40.938:-130.813:-133.313,grav:6.438:7.305:0.414,steps:0,stab:On Table
878.84,q:0.664:-0.175:0.256:0.680,gq:0.664:-0.177:0.258:0.679,a:5.613:7.965:0.527,la:0.031:-0.035:0.043,g:-0.012:0.018:-0.150,m:-40.938:-130.813:-133.313,grav:4.922:8.344:0.625,steps:0,stab:On Table
879.48,q:0.670:-0.118:0.203:0.705,gq:0.668:-0.144:0.227:0.694,a:4.844:8.422:0.680,la:-0.102:0.117:0.031,g:-0.012:0.016:-0.164,m:-35.438:-138.000:-136.438,grav:4.867:8.375:0.633,steps:0,stab:On Table
880.11,q:0.670:-0.115:0.200:0.706,gq:0.670:-0.115:0.200:0.706,a:4.117:8.688:0.719,la:0.055:0.008:-0.016,g:-0.008:0.016:-0.145,m:-35.500:-140.313:-136.938,grav:4.063:8.781:0.734,steps:0,stab:On Table
880.75,q:0.671:-0.080:0.168:0.718,gq:0.671:-0.082:0.169:0.717,a:2.434:9.340:0.949,la:0.023:-0.098:0.027,g:-0.012:0.014:-0.143,m:-32.500:-146.688:-137.688,grav:2.539:9.297:0.914,steps:0,stab:On Table
881.48,q:0.671:-0.052:0.141:0.726,gq:0.669:-0.013:0.105:0.736,a:1.438:9.574:1.023,la:-0.059:0.004:0.027,g:-0.014:0.008:-0.137,m:-32.125:-146.750:-138.875,grav:1.461:9.492:1.016,steps:0,stab:On Table
882.12,q:0.668:-0.001:0.094:0.738,gq:0.668:-0.011:0.102:0.737,a:1.438:9.535:1.063,la:-0.086:0.055:0.063,g:-0.012:0.008:-0.135,m:-28.688:-150.875:-141.438,grav:1.391:9.508:1.031,steps:0,stab:On Table
882.75,q:0.668:0.000:0.093:0.738,gq:0.668:-0.001:0.094:0.738,a:1.281:9.188:0.984,la:0.180:-0.375:-0.063,g:0.000:-0.012:-0.010,m:-30.813:-149.063:-140.188,grav:1.070:9.547:1.063,steps:0,stab:On Table
883.39,q:0.667:0.002:0.091:0.739,gq:0.667:0.002:0.091:0.739,a:0.977:9.613:1.063,la:-0.094:0.070:0.000,g:0.002:0.006:0.006,m:-29.750:-149.063:-140.938,grav:1.063:9.547:1.063,steps:0,stab:On Table
884.03,q:0.667:0.004:0.089:0.740,gq:0.667:0.004:0.089:0.740,a:1.090:9.535:1.063,la:0.012:-0.008:-0.008,g:-0.002:-0.006:0.000,m:-29.750:-149.438:-141.375,grav:1.078:9.539:1.070,steps:0,stab:On Table
884.66,q:0.667:0.005:0.088:0.740,gq:0.667:0.004:0.089:0.740,a:1.090:9.535:1.063,la:-0.008:-0.008:0.000,g:0.002:-0.004:-0.002,m:-30.500:-150.938:-140.688,grav:1.086:9.539:1.063,steps:0,stab:On Table
885.40,q:0.667:0.005:0.088:0.740,gq:0.667:0.005:0.088:0.740,a:1.055:9.531:1.063,la:-0.008:-0.008:0.000,g:-0.002:-0.002:-0.002,m:-29.000:-150.125:-139.438,grav:1.070:9.531:1.063,steps:0,stab:On Table
886.03,q:0.667:0.005:0.088:0.740,gq:0.667:0.005:0.088:0.740,a:1.055:9.531:1.063,la:0.020:0.000:0.000,g:0.000:0.000:-0.002,m:-28.688:-150.500:-141.000,grav:1.055:9.531:1.063,steps:0,stab:On Table
886.72,q:0.667:0.005:0.088:0.740,gq:0.667:0.005:0.088:0.740,a:1.055:9.531:1.063,la:0.000:0.000:0.000,g:0.000:-0.004:0.002,m:-29.000:-149.375:-140.938,grav:1.055:9.531:1.063,steps:0,stab:On Table
887.37,q:0.667:0.005:0.088:0.740,gq:0.667:0.005:0.088:0.740,a:1.055:9.531:1.063,la:0.027:0.000:-0.008,g:0.000:0.000:0.002,m:-28.250:-148.813:-138.500,grav:1.063:9.531:1.063,steps:0,stab:On Table
888.00,q:0.667:0.005:0.088:0.740,gq:0.667:0.005:0.088:0.740,a:1.055:9.531:1.063,la:-0.008:0.000:0.000,g:-0.002:0.004:0.000,m:-27.563:-150.688:-138.688,grav:1.063:9.531:1.063,steps:0,stab:On Table
888.74,q:0.667:0.005:0.088:0.740,gq:0.667:0.005:0.088:0.740,a:1.055:9.531:1.063,la:0.000:0.000:0.000,g:0.002:0.002:-0.002,m:-29.000:-149.063:-141.313,grav:1.055:9.531:1.070,steps:0,stab:On Table
889.38,q:0.667:0.002:0.091:0.739,gq:0.667:0.001:0.092:0.739,a:1.590:9.340:0.910,la:-0.324:0.566:0.113,g:0.018:-0.031:0.201,m:-28.000:-151.250:-141.063,grav:1.063:9.531:1.070,steps:0,stab:On Table
890.02,q:0.670:-0.030:0.121:0.732,gq:0.668:-0.001:0.094:0.739,a:2.051:9.418:0.984,la:-0.293:0.242:0.047,g:0.021:-0.014:0.164,m:-30.375:-147.500:-139.688,grav:1.180:9.563:1.055,steps:0,stab:On Table
890.65,q:0.670:-0.033:0.124:0.731,gq:0.670:-0.033:0.124:0.731,a:2.242:9.305:0.910,la:0.043:-0.047:-0.012,g:0.014:-0.014:0.145,m:-32.750:-144.000:-136.750,grav:2.711:9.242:0.883,steps:0,stab:On Table
891.28,q:0.672:-0.061:0.151:0.723,gq:0.672:-0.059:0.149:0.723,a:2.891:9.270:0.910,la:0.086:0.055:-0.004,g:0.020:-0.008:0.145,m:-33.125:-144.188:-139.500,grav:3.602:8.961:0.797,steps:0,stab:On Table
892.02,q:0.670:-0.128:0.212:0.700,gq:0.672:-0.092:0.179:0.713,a:3.813:8.848:0.793,la:0.016:-0.070:0.094,g:0.014:-0.018:0.148,m:-35.875:-139.563:-136.875,grav:3.664:8.938:0.789,steps:0,stab:On Table
892.66,q:0.670:-0.130:0.215:0.699,gq:0.670:-0.131:0.215:0.698,a:5.422:7.965:0.641,la:0.066:0.090:-0.027,g:0.012:-0.018:0.135,m:-39.125:-131.875:-132.875,grav:4.680:8.469:0.648,steps:0,stab:On Table
893.29,q:0.667:-0.166:0.247:0.684,gq:0.666:-0.166:0.247:0.683,a:5.496:8.000:0.488,la:0.051:-0.023:-0.066,g:0.016:-0.010:0.141,m:-40.063:-128.750:-130.375,grav:5.891:7.703:0.492,steps:0,stab:On Table
893.92,q:0.662:-0.196:0.275:0.669,gq:0.662:-0.194:0.273:0.670,a:6.148:7.461:0.488,la:0.219:-0.086:-0.066,g:0.014:-0.012:0.139,m:-39.375:-128.500:-133.125,grav:6.805:6.961:0.352,steps:0,stab:On Table
894.57,q:0.648:-0.260:0.331:0.634,gq:0.656:-0.228:0.303:0.652,a:7.523:6.316:0.180,la:0.090:-0.004:-0.063,g:0.012:-0.016:0.139,m:-40.688:-124.688:-131.688,grav:6.859:6.906:0.344,steps:0,stab:On Table
895.31,q:0.638:-0.297:0.364:0.610,gq:0.648:-0.263:0.334:0.632,a:8.102:5.395:0.145,la:0.008:-0.219:0.035,g:0.018:-0.010:0.119,m:-40.438:-117.000:-129.250,grav:7.508:6.234:0.219,steps:0,stab:On Table
895.94,q:0.637:-0.299:0.366:0.609,gq:0.637:-0.300:0.366:0.608,a:8.145:5.547:0.180,la:0.090:0.078:-0.063,g:0.018:-0.018:0.152,m:-39.813:-111.063:-124.500,grav:8.164:5.406:0.102,steps:0,stab:On Table
896.57,q:0.626:-0.331:0.394:0.586,gq:0.627:-0.329:0.392:0.588,a:8.605:4.629:0.027,la:-0.031:0.027:0.027,g:0.012:-0.008:0.148,m:-39.125:-111.250:-127.625,grav:8.992:3.906:-0.102,steps:0,stab:On Table
897.21,q:0.602:-0.386:0.442:0.542,gq:0.614:-0.359:0.418:0.565,a:9.059:4.016:-0.047,la:0.039:-0.102:0.039,g:0.020:-0.018:0.170,m:-39.563:-103.813:-123.188,grav:9.016:3.836:-0.102,steps:0,stab:On Table
897.85,q:0.601:-0.388:0.444:0.540,gq:0.600:-0.389:0.444:0.539,a:9.598:2.063:-0.203,la:0.086:0.074:-0.020,g:0.012:-0.010:0.148,m:-37.563:-98.750:-122.125,grav:9.367:2.938:-0.219,steps:0,stab:On Table
898.58,q:0.585:-0.418:0.469:0.513,gq:0.586:-0.416:0.467:0.515,a:9.789:0.953:-0.316,la:-0.004:0.070:-0.012,g:0.016:-0.018:0.148,m:-34.625:-97.438:-120.750,grav:9.789:1.070:-0.414,steps:0,stab:On Table
899.22,q:0.567:-0.448:0.494:0.483,gq:0.549:-0.474:0.516:0.456,a:9.789:1.066:-0.469,la:0.027:-0.023:-0.016,g:0.016:-0.018:0.156,m:-34.625:-97.438:-120.750,grav:9.859:0.078:-0.492,steps:0,stab:On Table
899.86,q:0.529:-0.500:0.538:0.426,gq:0.547:-0.477:0.518:0.453,a:9.902:-0.082:-0.430,la:0.035:-0.012:-0.008,g:0.014:-0.018:0.145,m:-30.375:-88.500:-119.313,grav:9.867:0.008:-0.492,steps:0,stab:On Table
900.54,q:0.527:-0.503:0.539:0.423,gq:0.527:-0.503:0.539:0.423,a:9.820:-0.926:-0.586,la:-0.004:-0.035:0.031,g:0.014:-0.018:0.160,m:-26.625:-86.313:-115.563,grav:9.695:-1.867:-0.656,steps:0,stab:On Table
901.17,q:0.504:-0.530:0.561:0.388,gq:0.484:-0.550:0.577:0.360,a:9.477:-2.879:-0.738,la:0.000:-0.098:0.070,g:0.012:-0.018:0.150,m:-26.500:-80.750:-116.813,grav:9.469:-2.852:-0.711,steps:0,stab:On Table
901.91,q:0.456:-0.576:0.598:0.321,gq:0.482:-0.552:0.579:0.357,a:9.441:-2.879:-0.699,la:-0.027:-0.008:0.027,g:0.014:-0.018:0.150,m:-20.188:-75.938:-116.000,grav:9.445:-2.922:-0.719,steps:0,stab:On Table
902.55,q:0.454:-0.578:0.599:0.318,gq:0.453:-0.578:0.599:0.318,a:8.637:-4.871:-0.813,la:-0.004:0.043:-0.023,g:0.010:-0.018:0.160,m:-15.500:-75.750:-115.063,grav:8.648:-4.805:-0.789,steps:0,stab:On Table
903.18,q:0.427:-0.599:0.615:0.282,gq:0.427:-0.600:0.616:0.282,a:8.602:-4.910:-0.777,la:0.016:-0.020:0.000,g:0.016:-0.014:0.162,m:-12.500:-72.875:-112.875,grav:8.102:-5.672:-0.813,steps:0,stab:On Table
903.81,q:0.399:-0.619:0.630:0.246,gq:0.401:-0.618:0.629:0.248,a:8.105:-5.750:-0.813,la:0.023:-0.023:0.000,g:0.014:-0.018:0.154,m:-12.188:-73.813:-116.063,grav:7.461:-6.492:-0.836,steps:0,stab:On Table
904.45,q:0.345:-0.651:0.653:0.176,gq:0.372:-0.636:0.643:0.211,a:7.449:-6.555:-0.813,la:-0.059:0.004:0.016,g:0.016:-0.014:0.166,m:-3.813:-69.688:-114.438,grav:7.406:-6.555:-0.828,steps:0,stab:On Table
905.19,q:0.342:-0.652:0.654:0.173,gq:0.342:-0.652:0.654:0.172,a:6.684:-7.285:-0.852,la:0.004:0.027:0.016,g:0.010:-0.014:0.178,m:1.625:-67.563:-113.438,grav:6.750:-7.250:-0.828,steps:0,stab:On Table
905.82,q:0.306:-0.669:0.665:0.127,gq:0.308:-0.668:0.665:0.129,a:4.883:-8.590:-0.777,la:-0.023:0.012:0.000,g:0.012:-0.014:0.172,m:6.625:-70.063:-113.938,grav:4.930:-8.570:-0.789,steps:0,stab:On Table
906.46,q:0.275:-0.682:0.672:0.089,gq:0.244:-0.692:0.678:0.052,a:4.004:-9.047:-0.699,la:-0.035:0.055:-0.004,g:0.016:-0.020:0.162,m:5.875:-69.750:-115.063,grav:4.000:-9.039:-0.734,steps:0,stab:On Table
907.09,q:0.210:-0.700:0.682:0.012,gq:0.242:-0.692:0.678:0.049,a:3.965:-9.086:-0.738,la:-0.016:0.008:-0.012,g:0.016:-0.016:0.152,m:13.750:-71.063:-115.813,grav:3.930:-9.070:-0.727,steps:0,stab:On Table
907.72,q:0.208:-0.701:0.682:0.009,gq:0.210:-0.701:0.682:0.011,a:3.008:-9.434:-0.660,la:0.063:-0.008:0.020,g:0.016:-0.016:0.174,m:16.563:-72.563:-116.625,grav:2.000:-9.664:-0.625,steps:0,stab:On Table
908.36,q:-0.141:0.712:-0.684:0.068,gq:-0.140:0.712:-0.684:0.068,a:1.934:-9.660:-0.621,la:0.063:-0.047:-0.016,g:0.014:-0.008:0.150,m:16.875:-74.063:-116.750,grav:1.898:-9.672:-0.625,steps:0,stab:On Table
909.10,q:-0.096:0.716:-0.682:0.119,gq:-0.138:0.713:-0.684:0.071,a:-0.402:-9.773:-0.395,la:0.020:0.023:0.027,g:0.025:-0.037:0.236,m:20.688:-74.063:-118.625,grav:0.867:-9.813:-0.523,steps:0,stab:On Table
909.73,q:-0.093:0.716:-0.681:0.124,gq:-0.092:0.716:-0.681:0.125,a:-2.316:-9.656:-0.203,la:-0.230:-0.059:0.047,g:0.018:-0.045:0.262,m:29.688:-85.125:-120.375,grav:-2.039:-9.609:-0.258,steps:0,stab:On Table
910.37,q:-0.033:0.715:-0.673:0.187,gq:-0.035:0.715:-0.673:0.184,a:-3.199:-9.391:-0.164,la:-0.461:-0.035:0.004,g:0.023:0.006:0.203,m:31.125:-84.438:-121.500,grav:-2.969:-9.320:-0.172,steps:0,stab:On Table
911.00,q:0.022:0.709:-0.658:0.250,gq:0.022:0.709:-0.658:0.251,a:-3.313:-9.195:-0.125,la:-0.055:0.039:-0.039,g:0.020:-0.016:0.197,m:33.125:-88.500:-121.750,grav:-3.055:-9.289:-0.156,steps:0,stab:On Table
911.65,q:0.064:0.702:-0.645:0.293,gq:0.026:0.709:-0.657:0.255,a:-4.809:-8.473:0.027,la:0.137:-0.074:-0.035,g:0.014:-0.016:0.160,m:36.188:-92.813:-125.875,grav:-3.953:-8.938:-0.086,steps:0,stab:On Table
912.39,q:0.067:0.702:-0.644:0.297,gq:0.068:0.702:-0.644:0.297,a:-5.844:-7.785:0.180,la:-0.141:0.117:0.031,g:0.018:-0.012:0.176,m:36.750:-96.625:-126.125,grav:-4.977:-8.391:0.070,steps:0,stab:On Table
913.02,q:0.103:0.693:-0.631:0.333,gq:0.101:0.694:-0.632:0.331,a:-6.648:-7.098:0.297,la:-0.070:0.102:0.023,g:0.004:-0.025:0.145,m:37.313:-102.000:-128.375,grav:-6.641:-7.086:0.305,steps:0,stab:On Table
913.70,q:0.172:0.670:-0.600:0.401,gq:0.172:0.670:-0.600:0.402,a:-7.414:-6.289:0.410,la:-0.070:0.141:0.004,g:0.006:-0.020:0.156,m:38.000:-102.313:-127.625,grav:-6.688:-7.039:0.313,steps:0,stab:On Table
914.33,q:0.208:0.655:-0.581:0.437,gq:0.175:0.669:-0.598:0.405,a:-7.945:-5.523:0.527,la:-0.020:0.023:-0.004,g:-0.002:-0.021:0.131,m:37.250:-112.438:-133.000,grav:-7.367:-6.305:0.430,steps:0,stab:On Table
914.96,q:0.211:0.654:-0.579:0.439,gq:0.208:0.655:-0.580:0.437,a:-8.445:-4.719:0.602,la:-0.004:0.023:-0.012,g:0.018:-0.016:0.168,m:36.375:-116.313:-134.125,grav:-8.336:-4.859:0.625,steps:0,stab:On Table
915.71,q:0.238:0.641:-0.562:0.466,gq:0.272:0.622:-0.539:0.498,a:-8.445:-4.641:0.641,la:-0.070:0.191:0.000,g:0.018:-0.018:0.160,m:36.750:-115.938:-134.063,grav:-8.398:-4.758:0.633,steps:0,stab:On Table
916.35,q:0.305:0.602:-0.516:0.528,gq:0.305:0.602:-0.516:0.528,a:-9.250:-2.727:0.832,la:-0.012:0.070:0.012,g:0.020:-0.014:0.156,m:34.688:-122.563:-136.500,grav:-9.219:-2.750:0.867,steps:0,stab:On Table
916.99,q:0.334:0.582:-0.493:0.554,gq:0.308:0.600:-0.514:0.531,a:-9.410:-1.844:0.949,la:0.016:-0.008:0.004,g:0.018:-0.016:0.150,m:31.875:-130.063:-140.188,grav:-9.234:-2.672:0.875,steps:0,stab:On Table
917.64,q:0.336:0.580:-0.491:0.556,gq:0.337:0.580:-0.490:0.557,a:-9.520:-0.848:1.023,la:-0.035:0.105:-0.008,g:0.018:-0.018:0.152,m:30.375:-134.188:-139.313,grav:-9.430:-1.727:0.961,steps:0,stab:On Table
918.27,q:0.364:0.559:-0.467:0.580,gq:0.365:0.559:-0.467:0.581,a:-9.559:0.109:1.176,la:0.004:0.039:0.035,g:0.010:-0.018:0.143,m:28.813:-137.625:-138.750,grav:-9.547:-0.844:1.047,steps:0,stab:On Table
919.00,q:0.394:0.534:-0.440:0.605,gq:0.392:0.535:-0.442:0.604,a:-9.559:0.148:1.141,la:-0.004:0.000:-0.008,g:0.008:-0.020:0.160,m:27.625:-138.625:-142.813,grav:-9.477:1.148:1.227,steps:0,stab:On Table
919.65,q:0.447:0.482:-0.385:0.648,gq:0.448:0.482:-0.384:0.648,a:-9.293:2.102:1.254,la:0.016:0.031:-0.035,g:0.016:-0.010:0.143,m:25.313:-143.250:-142.688,grav:-9.297:2.125:1.289,steps:0,stab:On Table
920.29,q:0.473:0.454:-0.355:0.667,gq:0.473:0.454:-0.354:0.667,a:-9.055:3.098:1.332,la:-0.020:0.035:-0.004,g:0.014:-0.016:0.145,m:19.750:-147.000:-145.875,grav:-9.273:2.195:1.281,steps:0,stab:On Table
920.92,q:0.475:0.452:-0.353:0.668,gq:0.475:0.452:-0.352:0.668,a:-8.633:3.824:1.367,la:0.043:-0.074:-0.016,g:0.014:-0.014:0.145,m:15.500:-151.125:-143.375,grav:-9.008:3.102:1.344,steps:0,stab:On Table
921.55,q:0.498:0.423:-0.323:0.685,gq:0.497:0.425:-0.325:0.684,a:-8.633:4.016:1.406,la:0.012:-0.004:-0.016,g:0.004:-0.016:0.133,m:15.125:-149.750:-145.750,grav:-8.258:4.711:1.422,steps:0,stab:On Table
922.29,q:0.540:0.364:-0.262:0.713,gq:0.540:0.363:-0.261:0.713,a:-7.684:5.664:1.406,la:-0.016:0.047:-0.008,g:0.012:-0.018:0.156,m:11.750:-153.250:-145.563,grav:-8.227:4.781:1.430,steps:0,stab:On Table
922.93,q:0.559:0.334:-0.232:0.723,gq:0.542:0.361:-0.259:0.714,a:-7.063:6.277:1.484,la:-0.066:-0.051:-0.016,g:0.012:-0.016:0.145,m:4.438:-155.500:-147.875,grav:-7.633:5.672:1.445,steps:0,stab:On Table
923.58,q:0.560:0.331:-0.229:0.724,gq:0.560:0.331:-0.229:0.724,a:-6.492:7.000:1.445,la:0.180:0.246:-0.016,g:0.016:-0.021:0.150,m:-0.625:-158.438:-143.750,grav:-7.039:6.367:1.461,steps:0,stab:On Table
924.22,q:0.575:0.305:-0.203:0.732,gq:0.575:0.305:-0.202:0.732,a:-5.805:7.578:1.445,la:0.039:0.086:-0.008,g:0.010:-0.006:0.127,m:-2.438:-159.313:-144.688,grav:-5.859:7.477:1.461,steps:0,stab:On Table
924.86,q:0.590:0.275:-0.171:0.740,gq:0.589:0.277:-0.173:0.739,a:-5.000:8.039:1.445,la:-0.016:0.125:0.023,g:0.014:-0.014:0.150,m:-6.438:-159.500:-145.500,grav:-5.102:8.039:1.438,steps:0,stab:On Table
925.59,q:0.605:0.243:-0.140:0.746,gq:0.619:0.208:-0.105:0.750,a:-5.074:7.961:1.445,la:0.016:-0.078:-0.039,g:0.004:-0.012:0.137,m:-7.250:-161.500:-146.813,grav:-5.039:8.070:1.445,steps:0,stab:On Table
926.23,q:0.630:0.176:-0.074:0.752,gq:0.631:0.175:-0.074:0.752,a:-3.391:8.992:1.367,la:-0.059:0.027:0.031,g:0.014:-0.020:0.164,m:-12.875:-158.875:-144.000,grav:-4.148:8.563:1.406,steps:0,stab:On Table
926.88,q:0.631:0.173:-0.072:0.753,gq:0.632:0.172:-0.071:0.753,a:-2.586:9.109:1.293,la:0.039:-0.063:-0.043,g:0.012:-0.004:0.121,m:-17.000:-156.250:-142.750,grav:-3.328:8.945:1.367,steps:0,stab:On Table
927.56,q:0.641:0.142:-0.041:0.753,gq:0.641:0.142:-0.041:0.753,a:-1.820:9.457:1.332,la:-0.078:0.059:0.051,g:0.006:-0.010:0.133,m:-20.250:-156.750:-142.438,grav:-1.773:9.383:1.281,steps:0,stab:On Table
928.19,q:0.649:0.109:-0.008:0.753,gq:0.649:0.111:-0.010:0.753,a:-0.938:9.570:1.215,la:-0.004:-0.074:-0.027,g:0.012:-0.008:0.143,m:-21.000:-155.000:-144.750,grav:-0.844:9.523:1.219,steps:0,stab:On Table
928.93,q:0.662:0.047:0.052:0.746,gq:0.656:0.076:0.023:0.750,a:-0.672:9.496:1.176,la:-0.082:0.070:0.035,g:0.012:-0.008:0.129,m:-23.063:-154.563:-142.375,grav:-0.773:9.531:1.211,steps:0,stab:On Table
929.58,q:0.663:0.044:0.054:0.746,gq:0.663:0.044:0.055:0.746,a:0.285:9.570:1.102,la:0.125:0.008:-0.008,g:0.012:-0.010:0.133,m:-28.688:-149.750:-141.000,grav:0.203:9.578:1.133,steps:0,stab:On Table
930.21,q:0.667:0.011:0.083:0.741,gq:0.667:0.011:0.083:0.740,a:0.555:9.762:1.141,la:-0.672:0.262:0.086,g:0.006:-0.023:0.094,m:-29.000:-150.438:-139.813,grav:1.211:9.508:1.055,steps:0,stab:On Table
930.84,q:0.668:-0.001:0.091:0.739,gq:0.667:0.006:0.091:0.740,a:1.090:9.570:1.063,la:-0.496:0.301:0.137,g:0.008:0.014:0.055,m:-29.313:-148.250:-140.813,grav:1.109:9.523:1.063,steps:0,stab:On Table
931.48,q:0.667:0.004:0.089:0.740,gq:0.667:0.006:0.092:0.739,a:1.090:9.496:1.063,la:0.043:0.000:0.000,g:0.002:-0.006:0.008,m:-29.375:-149.000:-141.250,grav:1.125:9.523:1.063,steps:0,stab:On Table
932.23,q:0.667:0.004:0.089:0.740,gq:0.667:0.004:0.089:0.740,a:1.090:9.535:1.063,la:0.016:-0.008:-0.008,g:0.000:0.002:-0.008,m:-29.375:-149.750:-140.625,grav:1.039:9.539:1.070,steps:0,stab:On Table
932.86,q:0.667:0.005:0.089:0.740,gq:0.667:0.005:0.089:0.740,a:1.090:9.535:1.063,la:0.059:-0.008:-0.023,g:0.000:0.006:-0.008,m:-29.688:-149.688:-139.375,grav:1.031:9.539:1.078,steps:0,stab:On Table
